Locus	Sclero	ToxPoly
uce-5886	-5251.3914	-5243.6455	
uce-5889	-2835.6989	-2835.7434	
uce-589	-2593.0584	-2590.2331	
uce-5893	-1036.5367	-1041.1094	
uce-5895	-2930.4842	-2929.9915	
uce-5898	-3043.4935	-3044.4583	
uce-5899	-2330.7948	-2326.4577	
uce-59	-3400.4727	-3396.9259	
uce-590	-2635.6047	-2634.0911	
uce-5901	-4614.4610	-4614.7217	
uce-5902	-4260.9210	-4254.4392	
uce-5903	-3587.9754	-3585.2173	
uce-5904	-3889.3020	-3889.6778	
uce-5905	-3627.8502	-3630.9347	
uce-5906	-1123.9354	-1122.1560	
uce-591	-1693.9728	-1691.0653	
uce-5910	-3958.3530	-3962.2801	
uce-5912	-1560.1631	-1563.5601	
uce-5914	-3096.7186	-3096.7702	
uce-5915	-4502.1197	-4499.4802	
uce-5916	-1591.7132	-1589.7178	
uce-5917	-1563.3450	-1566.7233	
uce-5918	-2740.8007	-2745.0316	
uce-5919	-4905.8341	-4901.3924	
uce-5920	-2826.3345	-2825.6882	
uce-5921	-3412.2336	-3413.7579	
uce-5922	-1944.0786	-1944.7034	
uce-5923	-3432.9716	-3424.4300	
uce-5924	-2675.8614	-2683.9501	
uce-5925	-2346.2608	-2339.5298	
uce-5927	-3917.1393	-3907.2563	
uce-5928	-4861.1350	-4860.8471	
uce-5930	-1498.4206	-1490.0465	
uce-5932	-3151.8147	-3149.1326	
uce-5933	-4409.8022	-4403.8832	
uce-5934	-1973.7773	-1972.3617	
uce-5936	-2965.4861	-2965.0866	
uce-5937	-3427.3937	-3429.8956	
uce-5942	-1346.1924	-1347.3044	
uce-5947	-2136.2354	-2137.3500	
uce-5948	-4147.6109	-4141.4301	
uce-5951	-1653.9076	-1653.9073	
uce-5952	-4769.4552	-4770.2249	
uce-5953	-4245.4111	-4235.7583	
uce-5954	-1347.9227	-1368.6178	
uce-5955	-3622.3049	-3623.3275	
uce-5956	-3992.6689	-3992.0611	
uce-596	-3095.3229	-3087.5456	
uce-5961	-3787.8306	-3775.3182	
uce-5964	-1319.6398	-1318.3593	
uce-5966	-3143.6876	-3142.0669	
uce-5968	-2969.1025	-2964.6459	
uce-5969	-3778.7827	-3777.4274	
uce-5970	-1595.6477	-1594.7727	
uce-5971	-3240.3077	-3241.1006	
uce-5972	-2589.7409	-2584.7292	
uce-5974	-3184.6922	-3185.3565	
uce-5975	-2847.1889	-2848.1318	
uce-5977	-5156.2751	-5155.2849	
uce-5978	-1978.9052	-1980.0378	
uce-598	-3376.9321	-3377.8420	
uce-5980	-3513.4895	-3520.3411	
uce-5986	-1982.1216	-1980.0034	
uce-5987	-2952.7504	-2948.3238	
uce-5989	-3820.7571	-3816.1777	
uce-599	-4064.4103	-4065.6611	
uce-5990	-1848.3615	-1851.2774	
uce-5991	-3656.6682	-3652.2944	
uce-5992	-3913.6878	-3911.7525	
uce-5994	-3208.7872	-3205.9502	
uce-5995	-2311.7885	-2316.5220	
uce-5996	-4337.2099	-4334.4777	
uce-5997	-3723.4260	-3720.5809	
uce-5998	-3463.4475	-3459.9595	
uce-6	-2326.7786	-2325.7774	
uce-6002	-2225.0468	-2222.6339	
uce-6003	-2405.2552	-2401.3068	
uce-6004	-3198.8576	-3192.0840	
uce-6005	-1905.5068	-1900.2609	
uce-6007	-2936.5018	-2936.5273	
uce-6009	-2971.6147	-2971.1144	
uce-601	-3861.9133	-3853.6024	
uce-6010	-1866.8089	-1870.8268	
uce-6011	-5264.8991	-5263.0311	
uce-6012	-2807.9145	-2811.7866	
uce-6013	-2624.1208	-2624.4279	
uce-6014	-1201.4931	-1193.2178	
uce-6015	-3648.5613	-3651.8223	
uce-6017	-5453.4062	-5453.8372	
uce-6018	-2142.7107	-2141.0884	
uce-6019	-1426.0581	-1425.1158	
uce-6020	-4828.9037	-4831.0081	
uce-6021	-2290.7237	-2288.4618	
uce-6025	-2181.8998	-2185.6014	
uce-6028	-2736.5340	-2721.5081	
uce-603	-3293.2916	-3294.2129	
uce-6030	-2784.3543	-2779.8757	
uce-6031	-1768.5410	-1766.8699	
uce-6032	-3725.6996	-3727.9773	
uce-6033	-3623.5914	-3622.8075	
uce-6034	-1040.9344	-1032.5786	
uce-6035	-3561.7360	-3563.5949	
uce-604	-3004.6505	-3006.7629	
uce-6043	-4157.0391	-4157.2900	
uce-6044	-3145.2475	-3143.5354	
uce-6047	-3974.8416	-3974.8131	
uce-6048	-5373.1354	-5375.7125	
uce-6049	-1533.4847	-1531.4011	
uce-6050	-2697.2342	-2691.0643	
uce-6052	-2608.2463	-2605.0550	
uce-6054	-4642.7584	-4634.2257	
uce-6058	-2752.7088	-2751.9576	
uce-6059	-3936.2005	-3933.4315	
uce-6060	-1909.8491	-1905.7958	
uce-6061	-3043.0768	-3041.8894	
uce-6063	-1548.6136	-1546.0536	
uce-6065	-2580.3007	-2583.4874	
uce-6067	-4261.4119	-4248.6414	
uce-6068	-4590.4343	-4586.9987	
uce-6069	-1368.0375	-1363.0974	
uce-607	-2100.4171	-2089.7333	
uce-6070	-4376.9128	-4368.6675	
uce-6071	-2061.8700	-2061.6213	
uce-6072	-2984.3540	-2983.6565	
uce-6073	-2640.5665	-2639.1808	
uce-6074	-3664.2682	-3668.6530	
uce-6076	-3015.1605	-3010.0346	
uce-6078	-2274.1181	-2278.0907	
uce-6079	-2300.6735	-2303.1628	
uce-608	-2581.1749	-2579.7842	
uce-6081	-2637.3539	-2640.5344	
uce-6082	-3524.4611	-3526.5685	
uce-6083	-3612.3503	-3607.3021	
uce-6084	-904.8052	-901.8663	
uce-6085	-3194.0799	-3183.4379	
uce-6087	-2708.4926	-2708.4932	
uce-6088	-2140.7866	-2134.1543	
uce-609	-3546.0505	-3540.7795	
uce-6090	-567.8917	-570.1815	
uce-6091	-3285.3755	-3282.1029	
uce-6093	-1415.5256	-1415.0825	
uce-6094	-4640.1307	-4632.5124	
uce-6096	-1846.3555	-1845.0275	
uce-6098	-3906.9644	-3910.3117	
uce-61	-4855.0046	-4854.3222	
uce-610	-5774.3109	-5770.5634	
uce-6100	-2134.2152	-2131.4934	
uce-6101	-3667.1992	-3671.9288	
uce-6102	-3314.5899	-3313.6192	
uce-6103	-4138.5135	-4138.7514	
uce-6105	-2929.7596	-2926.4222	
uce-6106	-4630.7757	-4631.4457	
uce-6107	-2297.4797	-2294.0241	
uce-6109	-1917.0890	-1917.9775	
uce-6110	-2808.5480	-2808.1865	
uce-6113	-4003.7634	-4002.3926	
uce-6117	-3585.8156	-3580.3278	
uce-6118	-2811.7616	-2805.6923	
uce-6121	-4360.5842	-4357.9951	
uce-6122	-2403.5359	-2405.0378	
uce-6123	-1724.9472	-1722.2940	
uce-6125	-1595.5711	-1594.2618	
uce-6126	-3184.2167	-3190.7352	
uce-613	-2104.8397	-2103.2056	
uce-6131	-4365.3542	-4352.8925	
uce-6133	-1210.1981	-1209.9591	
uce-6135	-3066.8576	-3068.7211	
uce-6136	-1780.9121	-1780.9117	
uce-6137	-1976.6302	-1980.2539	
uce-6138	-2707.7433	-2708.3372	
uce-614	-2771.6689	-2771.2290	
uce-6140	-4782.3515	-4776.3513	
uce-6141	-2357.9384	-2356.2095	
uce-6143	-3802.2766	-3798.5100	
uce-6145	-2893.9466	-2887.7164	
uce-6147	-2747.2182	-2741.4080	
uce-615	-1606.5308	-1594.4994	
uce-6152	-2642.7394	-2641.0164	
uce-6154	-4042.3499	-4041.7636	
uce-6157	-1418.7971	-1416.2622	
uce-6158	-4905.0518	-4906.1271	
uce-616	-2250.7116	-2244.5951	
uce-6161	-2851.6044	-2844.6551	
uce-6163	-1760.4705	-1759.6536	
uce-6164	-3758.4675	-3758.2769	
uce-6165	-5360.9884	-5360.6573	
uce-6166	-2208.8918	-2206.8142	
uce-6167	-2424.8742	-2423.6638	
uce-6169	-2770.4896	-2768.5740	
uce-6171	-2215.2074	-2216.6008	
uce-6173	-4147.7649	-4148.9363	
uce-6176	-3345.9704	-3346.7752	
uce-6177	-3627.0707	-3617.1580	
uce-6179	-2924.7545	-2907.1152	
uce-618	-2616.9346	-2616.1273	
uce-6183	-3773.6258	-3769.8686	
uce-6184	-2311.0307	-2313.6080	
uce-6185	-1557.1591	-1560.0765	
uce-6186	-3511.5056	-3509.9282	
uce-6187	-4245.8503	-4245.7897	
uce-6188	-1508.4416	-1508.5907	
uce-6189	-3717.5282	-3720.1227	
uce-6191	-2574.7012	-2571.9443	
uce-6193	-3180.6378	-3178.5802	
uce-6194	-2505.5528	-2506.8792	
uce-6195	-2671.0633	-2670.8815	
uce-6196	-1911.7309	-1901.3563	
uce-6198	-4305.8741	-4301.9541	
uce-62	-2872.2607	-2864.3878	
uce-620	-2932.3091	-2932.1745	
uce-6200	-4616.2085	-4623.1645	
uce-6203	-3844.2551	-3842.0116	
uce-6204	-2707.7654	-2709.3135	
uce-6205	-2110.6711	-2111.7822	
uce-6206	-1241.3008	-1241.1805	
uce-6207	-2923.4182	-2920.8426	
uce-6208	-914.5901	-914.6001	
uce-6209	-5616.0397	-5614.7068	
uce-621	-1504.1261	-1504.1259	
uce-6210	-3362.4014	-3365.1264	
uce-6211	-4658.1487	-4656.7557	
uce-6212	-1904.3839	-1903.7223	
uce-6213	-3345.4520	-3347.0619	
uce-6214	-3016.7109	-3014.4192	
uce-6215	-3994.8896	-3992.7292	
uce-6218	-1625.6501	-1624.9815	
uce-6219	-3077.1109	-3073.6515	
uce-6221	-852.7707	-852.1401	
uce-6222	-2247.6302	-2249.4716	
uce-6225	-3499.3077	-3498.9165	
uce-6228	-1998.6582	-1999.8272	
uce-6229	-2680.7978	-2680.6142	
uce-6230	-3629.5458	-3625.7082	
uce-6231	-4210.7526	-4209.0598	
uce-6233	-1841.4711	-1838.3886	
uce-6235	-1442.6796	-1442.8650	
uce-6237	-1435.9103	-1437.9556	
uce-6238	-2492.2083	-2488.4116	
uce-6239	-4485.7041	-4482.5382	
uce-624	-2384.4591	-2388.0891	
uce-6240	-1698.6531	-1699.5058	
uce-6241	-2164.1718	-2159.9893	
uce-6242	-3006.3473	-3005.5224	
uce-6245	-3391.4173	-3392.8080	
uce-6246	-2441.3797	-2440.1962	
uce-6247	-2528.8372	-2523.2917	
uce-6248	-4642.2894	-4640.8393	
uce-6249	-2671.4809	-2674.2009	
uce-625	-2737.5889	-2741.9762	
uce-6250	-4181.3926	-4177.0290	
uce-6252	-2595.7104	-2594.5070	
uce-6253	-3184.5605	-3182.6303	
uce-6254	-3238.4476	-3240.6318	
uce-6255	-2845.5654	-2841.9098	
uce-6256	-4100.5593	-4096.7728	
uce-6258	-1816.8692	-1816.9929	
uce-6259	-3373.7315	-3373.6832	
uce-626	-2250.4343	-2240.0076	
uce-6260	-1333.1692	-1336.2801	
uce-6261	-2274.0897	-2274.0030	
uce-6262	-3725.8912	-3731.8070	
uce-6263	-2590.4761	-2586.7013	
uce-6264	-2570.8253	-2569.8109	
uce-6265	-4656.9184	-4655.0003	
uce-6267	-4285.8687	-4286.8874	
uce-6268	-2518.1978	-2518.2596	
uce-627	-3530.3256	-3530.4794	
uce-6270	-2163.5228	-2169.1379	
uce-6272	-4889.7685	-4887.7235	
uce-6273	-1593.6268	-1590.0745	
uce-6274	-2317.6618	-2317.7758	
uce-6277	-1929.0590	-1923.9947	
uce-6278	-3885.1202	-3880.1162	
uce-6280	-5462.4081	-5462.2003	
uce-6281	-3290.9454	-3281.8302	
uce-6282	-3315.8165	-3316.7947	
uce-6284	-2223.2144	-2217.8000	
uce-6286	-3015.2557	-3011.8743	
uce-6287	-3839.1288	-3837.5959	
uce-6288	-4826.4575	-4823.3494	
uce-629	-2305.6291	-2302.4158	
uce-6290	-4604.6532	-4607.2250	
uce-6291	-1916.0121	-1918.7513	
uce-6294	-2693.7301	-2693.7211	
uce-6295	-3341.0886	-3336.0104	
uce-6296	-3746.7458	-3748.3659	
uce-6297	-2060.7935	-2060.3221	
uce-6298	-3171.2841	-3167.4451	
uce-6299	-3589.0042	-3577.3385	
uce-63	-4668.8785	-4675.2777	
uce-6301	-2541.6183	-2541.2922	
uce-6309	-998.9086	-1002.6661	
uce-6310	-3256.6261	-3251.6975	
uce-6311	-3150.6926	-3149.0998	
uce-6313	-3355.0766	-3355.5349	
uce-6314	-2239.2544	-2237.0192	
uce-6315	-3586.6226	-3588.2288	
uce-6316	-3147.9603	-3141.2886	
uce-6317	-4221.9418	-4221.8695	
uce-632	-3256.8085	-3253.4888	
uce-6320	-4338.6149	-4337.9098	
uce-6321	-2093.5956	-2091.4829	
uce-6324	-1868.1556	-1868.1549	
uce-6327	-2184.8712	-2182.9539	
uce-6329	-2249.9071	-2245.5748	
uce-6330	-2093.5705	-2084.2074	
uce-6333	-3832.1776	-3832.2746	
uce-6334	-2946.2794	-2946.5709	
uce-6335	-3116.3904	-3117.1717	
uce-6337	-1531.8323	-1526.6054	
uce-6339	-2669.2650	-2667.0547	
uce-6340	-5689.9251	-5689.3107	
uce-6342	-2001.5913	-2008.5357	
uce-6344	-2911.3326	-2907.8888	
uce-6346	-2003.7336	-2000.7968	
uce-6347	-1515.0435	-1512.4197	
uce-6351	-1710.3741	-1710.2107	
uce-6352	-4073.5313	-4072.0778	
uce-6353	-2388.9665	-2388.5371	
uce-6355	-4182.1157	-4181.4505	
uce-6356	-5146.6084	-5146.0052	
uce-6357	-1339.8844	-1344.8832	
uce-6359	-4304.7500	-4298.2304	
uce-636	-3230.0571	-3232.1220	
uce-6360	-2208.9983	-2201.8426	
uce-6362	-2041.7996	-2038.1187	
uce-6363	-2874.5774	-2871.2198	
uce-6366	-1385.6703	-1387.3978	
uce-6367	-3340.6474	-3331.3054	
uce-6371	-4277.4719	-4275.0411	
uce-6372	-4914.1021	-4909.9571	
uce-6373	-2887.8610	-2885.6334	
uce-6376	-3063.2548	-3061.7226	
uce-6379	-2770.8752	-2757.8090	
uce-638	-3456.7241	-3450.2337	
uce-6381	-4387.4512	-4386.9162	
uce-6382	-2626.2819	-2625.4366	
uce-6383	-2124.4836	-2129.1067	
uce-6385	-2071.7711	-2074.1516	
uce-6386	-2338.7330	-2337.7534	
uce-6388	-4219.5260	-4213.4847	
uce-6390	-3956.3052	-3955.7990	
uce-6391	-4624.2702	-4625.6416	
uce-6393	-1666.1145	-1660.3544	
uce-6396	-5152.4086	-5155.8933	
uce-6397	-2618.0830	-2612.5395	
uce-6398	-2854.7772	-2860.1693	
uce-6399	-3528.7646	-3522.0658	
uce-6400	-2460.6201	-2460.4595	
uce-6401	-3118.2654	-3114.4803	
uce-6405	-3596.3620	-3585.2990	
uce-6406	-2263.9920	-2263.9753	
uce-6407	-2448.0251	-2446.7376	
uce-6409	-2130.8587	-2130.5316	
uce-641	-3378.8668	-3378.6709	
uce-6410	-4014.9293	-4006.0882	
uce-6411	-4206.8650	-4207.2506	
uce-6412	-6485.7954	-6478.8731	
uce-6413	-4738.0929	-4732.5881	
uce-6414	-2186.7290	-2189.2791	
uce-642	-2375.4053	-2370.4903	
uce-6423	-2928.6381	-2928.6681	
uce-6424	-3806.3146	-3806.0164	
uce-6426	-1584.6323	-1585.2267	
uce-6430	-1715.0026	-1716.0057	
uce-6432	-1999.6156	-2001.0745	
uce-6433	-4153.9374	-4156.7784	
uce-6434	-3444.4071	-3440.6015	
uce-6436	-4507.6198	-4517.1248	
uce-6437	-1815.9899	-1815.2911	
uce-6438	-6803.9186	-6803.3586	
uce-6439	-3279.5772	-3281.0021	
uce-6440	-4743.1410	-4740.6026	
uce-6441	-5491.2640	-5490.0075	
uce-6445	-2077.4859	-2079.2240	
uce-6446	-2424.4019	-2410.6364	
uce-6447	-2456.0490	-2456.0497	
uce-6448	-3139.0983	-3134.3470	
uce-6449	-3323.3306	-3324.9082	
uce-645	-2165.6692	-2164.4337	
uce-6451	-3568.0139	-3568.0822	
uce-6454	-3533.1755	-3517.9080	
uce-6457	-3321.1572	-3316.6944	
uce-6458	-3383.2645	-3383.4750	
uce-6459	-3312.1628	-3310.2239	
uce-646	-1976.1675	-1968.1826	
uce-6460	-3160.3893	-3157.6145	
uce-6461	-1874.3282	-1878.2030	
uce-6464	-4339.7647	-4333.6151	
uce-6467	-2672.1301	-2676.4505	
uce-6468	-3361.9951	-3353.4304	
uce-647	-1376.4723	-1369.5581	
uce-6471	-3370.4218	-3370.6983	
uce-6472	-2167.4880	-2167.9399	
uce-6473	-4059.6915	-4049.5493	
uce-6474	-4592.6800	-4595.4384	
uce-6475	-2196.6140	-2191.3136	
uce-6476	-1919.2230	-1904.0280	
uce-6478	-3072.0377	-3070.6986	
uce-648	-3144.6252	-3138.9097	
uce-6480	-2172.9860	-2173.0722	
uce-6482	-4218.3178	-4214.6417	
uce-6484	-2803.0151	-2807.0168	
uce-6485	-2968.0604	-2965.8710	
uce-6486	-3816.9496	-3809.9949	
uce-6487	-3102.9391	-3101.7261	
uce-649	-4282.6980	-4287.0686	
uce-6492	-2652.9845	-2655.9768	
uce-6494	-4598.0379	-4588.6476	
uce-6496	-5134.1011	-5132.1559	
uce-6497	-1914.1906	-1903.6240	
uce-6499	-1347.4003	-1349.2483	
uce-65	-2133.3894	-2132.7308	
uce-6501	-2871.1468	-2871.7909	
uce-6502	-2819.7583	-2817.3257	
uce-6505	-4436.2006	-4435.7157	
uce-6508	-3168.8104	-3166.4764	
uce-6509	-1808.6240	-1801.3301	
uce-6512	-3677.2022	-3679.3264	
uce-6515	-3226.2882	-3225.1379	
uce-6516	-2570.9980	-2567.7947	
uce-6517	-4475.1252	-4475.7737	
uce-6519	-3837.9428	-3836.9736	
uce-652	-3643.8518	-3644.2354	
uce-6520	-1700.5822	-1697.3533	
uce-6521	-2799.9138	-2805.0357	
uce-6522	-2427.7965	-2427.7967	
uce-6523	-3420.5347	-3421.4566	
uce-6524	-2337.4739	-2335.9230	
uce-6526	-4786.4511	-4776.8716	
uce-6527	-3257.8322	-3252.6849	
uce-6528	-1966.0243	-1966.8650	
uce-6530	-3075.4530	-3069.3291	
uce-6532	-4293.0375	-4293.9676	
uce-6533	-2465.3384	-2465.3389	
uce-6534	-4867.8542	-4863.6160	
uce-6535	-3921.5887	-3912.8694	
uce-6538	-3696.0664	-3694.4964	
uce-654	-3176.2229	-3171.4884	
uce-6540	-2290.0996	-2286.4704	
uce-6541	-1921.4373	-1921.3858	
uce-6543	-3702.6458	-3701.4750	
uce-6546	-3895.6517	-3899.6783	
uce-6548	-4632.8355	-4633.6552	
uce-655	-1990.6356	-1982.7329	
uce-6550	-5065.2665	-5063.0395	
uce-6551	-4771.3719	-4770.8577	
uce-6552	-3695.6533	-3694.2866	
uce-6553	-3465.7620	-3463.4914	
uce-6554	-2131.1188	-2133.2641	
uce-6555	-2151.8514	-2158.6722	
uce-6557	-4703.4733	-4703.3869	
uce-6558	-1868.7040	-1868.8725	
uce-6562	-2460.4931	-2454.0285	
uce-6564	-3125.0128	-3117.4551	
uce-6565	-1749.7636	-1745.2988	
uce-6566	-2685.4385	-2682.7529	
uce-6569	-2570.4681	-2573.8496	
uce-6570	-4206.4143	-4201.2106	
uce-6571	-3608.1632	-3606.5617	
uce-6574	-3386.4783	-3380.7569	
uce-6575	-2024.8947	-2016.7047	
uce-6576	-4775.2427	-4772.5993	
uce-6578	-4409.6633	-4410.3969	
uce-6579	-966.8288	-963.5469	
uce-658	-3989.5681	-3988.4153	
uce-6580	-791.9545	-788.1401	
uce-6582	-2335.0378	-2333.8610	
uce-6584	-2822.6790	-2824.5573	
uce-6585	-1688.6742	-1686.1658	
uce-6586	-5543.0258	-5537.1631	
uce-6587	-3468.1428	-3468.6774	
uce-6588	-2421.6737	-2421.7281	
uce-6589	-1804.5324	-1802.2255	
uce-6591	-2456.4271	-2455.5556	
uce-6592	-4598.6057	-4597.9813	
uce-6593	-4427.0059	-4423.9907	
uce-6595	-1931.5406	-1927.5204	
uce-6596	-3073.5786	-3073.3962	
uce-6598	-3768.7321	-3768.2156	
uce-6599	-1320.4002	-1319.7889	
uce-66	-3158.1271	-3162.4771	
uce-660	-4824.8036	-4818.2065	
uce-6601	-2541.8650	-2535.6500	
uce-6602	-3477.3500	-3478.6708	
uce-6603	-1927.8451	-1924.7931	
uce-6604	-2026.1278	-2026.7373	
uce-6606	-2194.6631	-2194.6863	
uce-6608	-1876.3668	-1868.7660	
uce-6610	-2226.0312	-2221.0166	
uce-6613	-1331.7363	-1331.4381	
uce-6614	-4739.2678	-4738.8511	
uce-6617	-3422.9156	-3425.9214	
uce-6618	-1541.3034	-1538.5354	
uce-6619	-2713.0351	-2709.2182	
uce-662	-2577.1251	-2581.0176	
uce-6620	-3233.2234	-3233.2249	
uce-6621	-3020.3198	-3020.1883	
uce-6622	-1824.3237	-1820.7204	
uce-6625	-3108.1344	-3108.1352	
uce-6626	-2705.1529	-2699.0326	
uce-6627	-1800.7029	-1801.9385	
uce-6628	-2427.2330	-2424.5742	
uce-663	-3558.7048	-3549.8376	
uce-6633	-1856.9334	-1857.9363	
uce-6635	-2828.7137	-2823.3388	
uce-6636	-2513.6232	-2508.2219	
uce-6637	-1737.4997	-1735.8757	
uce-6638	-1991.6520	-1993.8537	
uce-664	-3582.4009	-3586.1505	
uce-6640	-2268.0839	-2264.5558	
uce-6641	-1802.7246	-1802.2847	
uce-6642	-3265.7733	-3269.2283	
uce-6643	-2760.1761	-2750.3746	
uce-6644	-1355.1180	-1351.5310	
uce-6645	-4025.3507	-4027.7418	
uce-6648	-3077.0604	-3073.7894	
uce-6649	-2708.4818	-2737.2792	
uce-665	-4229.5622	-4238.1162	
uce-6652	-2570.7829	-2571.3155	
uce-6653	-2794.5984	-2795.1539	
uce-6654	-2882.1739	-2880.6353	
uce-6655	-3178.6414	-3166.6608	
uce-6657	-2888.3825	-2884.1328	
uce-6658	-2064.8616	-2064.9991	
uce-6659	-4819.7608	-4810.9424	
uce-666	-1632.5100	-1630.0122	
uce-6663	-5072.2510	-5070.6254	
uce-6665	-3398.3966	-3399.9562	
uce-6667	-1770.4403	-1756.5568	
uce-6668	-1652.2108	-1652.7111	
uce-6669	-4333.8824	-4333.8261	
uce-667	-2133.1661	-2131.9682	
uce-6671	-2556.7321	-2559.3655	
uce-6674	-3396.8764	-3392.4025	
uce-6676	-3422.5264	-3416.6200	
uce-6677	-797.1939	-794.6138	
uce-6679	-2688.1136	-2689.0190	
uce-6682	-3268.8438	-3267.9238	
uce-6684	-1634.1584	-1628.1631	
uce-6688	-4159.6355	-4155.7673	
uce-6690	-2276.3383	-2278.1671	
uce-6692	-3697.1665	-3691.5965	
uce-6693	-1974.5470	-1983.5427	
uce-6695	-5234.4048	-5227.9670	
uce-6696	-3825.0424	-3820.4112	
uce-6698	-1160.7853	-1154.5216	
uce-6699	-4378.7417	-4377.5974	
uce-67	-2211.1438	-2208.6867	
uce-6700	-1752.8242	-1750.0160	
uce-6702	-3551.5681	-3549.6857	
uce-6703	-4513.0851	-4505.0026	
uce-6706	-3641.3189	-3639.7560	
uce-6707	-3033.8357	-3030.7858	
uce-671	-3140.1065	-3133.0055	
uce-6714	-2715.7237	-2715.6615	
uce-6715	-3964.9309	-3961.4815	
uce-6716	-2430.9534	-2429.1784	
uce-6717	-4656.0266	-4656.9708	
uce-6718	-2832.8441	-2829.1851	
uce-6719	-3969.2842	-3967.9826	
uce-672	-4420.7686	-4425.4712	
uce-6721	-4505.5572	-4498.6742	
uce-6723	-4230.0185	-4223.8564	
uce-6724	-2657.0327	-2651.9638	
uce-6725	-2492.7293	-2485.6555	
uce-6726	-3130.3623	-3124.5565	
uce-6727	-1756.7067	-1757.2874	
uce-6731	-2397.0921	-2393.5240	
uce-6732	-3770.3523	-3763.6896	
uce-6734	-1654.9090	-1653.6032	
uce-6735	-4983.7900	-4983.7897	
uce-6736	-1632.9752	-1632.9842	
uce-6739	-1628.1911	-1625.7355	
uce-674	-2506.1497	-2498.7775	
uce-6740	-3513.7561	-3508.8976	
uce-6741	-1961.6670	-1954.7993	
uce-6742	-3309.1601	-3310.3381	
uce-6743	-2493.1416	-2487.6506	
uce-6746	-3379.3993	-3376.4858	
uce-6748	-3283.7529	-3280.1368	
uce-6750	-2813.5077	-2807.9260	
uce-6754	-2635.9191	-2635.4182	
uce-6756	-2330.8844	-2330.8777	
uce-6757	-3913.1534	-3913.3646	
uce-6758	-1945.9290	-1937.5198	
uce-6762	-2963.4651	-2956.0144	
uce-6763	-4034.1011	-4034.3484	
uce-6765	-3599.9859	-3599.6146	
uce-6766	-1859.5256	-1859.2177	
uce-6769	-2552.2575	-2549.1546	
uce-6770	-2361.2027	-2360.9923	
uce-6771	-4149.6189	-4150.6599	
uce-6773	-3152.8356	-3148.5035	
uce-6774	-1432.9312	-1432.7699	
uce-6776	-1335.6029	-1342.8114	
uce-6778	-3304.1260	-3302.6789	
uce-6779	-5763.9489	-5754.6687	
uce-678	-5156.7013	-5149.6589	
uce-6780	-3104.1273	-3100.4513	
uce-6782	-3166.0787	-3161.3416	
uce-6786	-2607.1398	-2602.1559	
uce-6787	-1412.8510	-1413.1010	
uce-6789	-1323.3844	-1322.3523	
uce-6790	-3336.9066	-3331.7615	
uce-6791	-3738.2947	-3738.2293	
uce-6792	-1696.9674	-1695.1803	
uce-6796	-4133.4128	-4128.1219	
uce-6797	-3932.2773	-3934.3337	
uce-680	-2937.2622	-2938.3443	
uce-6800	-3347.8092	-3344.3967	
uce-6801	-3376.4065	-3373.5979	
uce-6802	-2582.4875	-2582.0394	
uce-6804	-5056.0094	-5056.1122	
uce-6805	-3383.9147	-3388.0780	
uce-6806	-2132.9916	-2133.7442	
uce-6807	-3370.2618	-3368.9815	
uce-6808	-2973.2530	-2958.3709	
uce-6809	-4842.3171	-4839.9980	
uce-681	-4654.3395	-4659.7166	
uce-6811	-1845.6815	-1839.6977	
uce-6812	-1980.5136	-1974.6381	
uce-6813	-825.9966	-825.0946	
uce-6818	-3479.8474	-3478.6243	
uce-6820	-674.1882	-674.3868	
uce-6821	-2979.2287	-2979.3097	
uce-6823	-2292.9412	-2306.0679	
uce-6824	-3240.5273	-3239.2316	
uce-6826	-1834.6079	-1833.9139	
uce-6827	-4107.4784	-4102.1628	
uce-6829	-3893.9756	-3891.9008	
uce-683	-3777.6879	-3778.4283	
uce-6830	-1838.6607	-1836.5115	
uce-6831	-3234.5617	-3225.2489	
uce-6833	-2005.3542	-2003.1178	
uce-6838	-1569.6140	-1567.4842	
uce-6839	-2990.5556	-2991.0159	
uce-6841	-2798.9737	-2791.9840	
uce-6842	-3078.2862	-3081.6582	
uce-6843	-3623.9913	-3620.0989	
uce-6844	-2582.3603	-2581.3871	
uce-685	-3977.5628	-3972.9861	
uce-6850	-2855.1516	-2851.3586	
uce-6855	-4158.9504	-4157.9348	
uce-6856	-4602.7236	-4603.9570	
uce-6859	-3051.4511	-3046.8093	
uce-686	-3685.9553	-3682.9379	
uce-6860	-2679.9741	-2676.8058	
uce-6863	-2753.3099	-2751.9147	
uce-6865	-1797.5501	-1800.0510	
uce-6866	-2528.8180	-2526.9165	
uce-6870	-4291.7414	-4288.4333	
uce-6871	-2324.3454	-2321.5089	
uce-6872	-2760.2335	-2757.2598	
uce-6873	-2931.3361	-2929.9203	
uce-6874	-1183.1168	-1182.0060	
uce-6875	-2143.6728	-2144.0532	
uce-6879	-3591.5033	-3593.2455	
uce-6880	-3906.9889	-3903.1681	
uce-6881	-4542.4826	-4543.3995	
uce-6882	-3308.6913	-3299.4840	
uce-6885	-4320.9718	-4327.0408	
uce-6887	-3579.6560	-3576.5846	
uce-6892	-3585.4554	-3585.4550	
uce-6894	-2191.3710	-2195.4609	
uce-6896	-3263.3330	-3258.0326	
uce-6898	-4180.6300	-4176.7669	
uce-690	-3725.7871	-3728.8910	
uce-6902	-3187.6935	-3184.1120	
