Locus	Sclero	ToxPoly
uce-6400	-2734.68	-2730.58	
uce-6401	-3569.09	-3558.70	
uce-6405	-3858.83	-3858.16	
uce-6406	-2504.74	-2503.53	
uce-6407	-2808.50	-2806.55	
uce-6409	-2395.68	-2395.44	
uce-641	-3802.85	-3795.64	
uce-6410	-4514.69	-4501.68	
uce-6411	-4656.19	-4659.58	
uce-6412	-7172.92	-7159.82	
uce-6413	-4989.75	-4981.53	
uce-6414	-2640.36	-2642.33	
uce-642	-2683.90	-2677.52	
uce-6423	-3407.16	-3409.43	
uce-6424	-4180.46	-4177.19	
uce-6426	-1786.74	-1784.07	
uce-6430	-1966.96	-1970.86	
uce-6432	-2276.29	-2274.21	
uce-6433	-4583.28	-4582.02	
uce-6434	-3836.17	-3822.31	
uce-6436	-4997.96	-5019.14	
uce-6437	-2104.57	-2102.96	
uce-6438	-7493.91	-7492.64	
uce-6439	-3747.92	-3745.16	
uce-6440	-5346.83	-5343.91	
uce-6441	-6074.42	-6071.29	
uce-6445	-2302.94	-2298.97	
uce-6446	-2703.41	-2684.51	
uce-6447	-2828.96	-2828.10	
uce-6448	-3570.79	-3562.71	
uce-6449	-3692.68	-3695.93	
uce-645	-2378.69	-2372.63	
uce-6451	-4054.91	-4049.87	
uce-6454	-4166.44	-4140.24	
uce-6457	-3589.14	-3583.67	
uce-6458	-3862.79	-3851.90	
uce-6459	-3635.18	-3636.68	
uce-646	-2240.35	-2228.27	
uce-6460	-3581.30	-3576.37	
uce-6461	-2119.15	-2120.68	
uce-6464	-4802.72	-4796.63	
uce-6467	-2933.09	-2940.75	
uce-6468	-3749.32	-3739.43	
uce-647	-1609.59	-1596.36	
uce-6471	-3805.96	-3801.59	
uce-6472	-2307.89	-2305.32	
uce-6473	-4495.24	-4483.34	
uce-6474	-5114.57	-5111.34	
uce-6475	-2396.58	-2386.99	
uce-6476	-2231.31	-2199.35	
uce-6478	-3528.22	-3525.30	
uce-648	-3533.06	-3523.74	
uce-6480	-2484.93	-2485.31	
uce-6482	-4696.71	-4689.44	
uce-6484	-3167.48	-3174.18	
uce-6485	-3220.91	-3213.16	
uce-6486	-4359.88	-4338.76	
uce-6487	-3480.46	-3479.28	
uce-649	-4763.98	-4773.59	
uce-6492	-3172.77	-3184.99	
uce-6494	-4974.98	-4957.02	
uce-6496	-5727.96	-5724.12	
uce-6497	-2165.11	-2156.25	
uce-6499	-1597.77	-1593.61	
uce-65	-2409.50	-2408.20	
uce-6501	-3305.82	-3305.56	
uce-6502	-3016.14	-3008.66	
uce-6505	-5010.20	-5012.00	
uce-6508	-3576.45	-3570.54	
uce-6509	-2074.82	-2060.75	
uce-6512	-4182.11	-4180.11	
uce-6515	-3626.49	-3617.44	
uce-6516	-2910.05	-2899.66	
uce-6517	-4990.09	-4988.63	
uce-6519	-4127.17	-4126.55	
uce-652	-4146.61	-4146.34	
uce-6520	-1978.88	-1972.04	
uce-6521	-3159.70	-3164.19	
uce-6522	-2640.51	-2640.02	
uce-6523	-3846.04	-3841.27	
uce-6524	-2671.87	-2667.27	
uce-6526	-5275.16	-5258.23	
uce-6527	-3641.83	-3635.35	
uce-6528	-2172.30	-2175.27	
uce-6530	-3551.73	-3540.40	
uce-6532	-4777.91	-4785.56	
uce-6533	-2816.16	-2816.47	
uce-6534	-5433.64	-5439.44	
uce-6535	-4377.47	-4364.28	
uce-6538	-4201.11	-4192.65	
uce-654	-3647.72	-3629.17	
uce-6540	-2553.10	-2544.26	
uce-6541	-2266.68	-2259.56	
uce-6543	-4170.89	-4163.99	
uce-6546	-4213.62	-4227.17	
uce-6548	-5145.07	-5142.07	
uce-655	-2195.10	-2185.97	
uce-6550	-5515.75	-5511.18	
uce-6551	-5311.68	-5306.09	
uce-6552	-4334.33	-4326.22	
uce-6553	-3848.04	-3843.59	
uce-6554	-2347.51	-2347.28	
uce-6555	-2503.59	-2511.04	
uce-6557	-5275.31	-5270.88	
uce-6558	-2060.62	-2056.08	
uce-6562	-2768.61	-2756.80	
uce-6564	-3544.85	-3531.05	
uce-6565	-1954.50	-1944.06	
uce-6566	-3044.05	-3043.41	
uce-6569	-2903.68	-2903.81	
uce-6570	-4690.85	-4682.02	
uce-6571	-3961.03	-3957.55	
uce-6574	-3801.64	-3789.29	
uce-6575	-2299.70	-2287.23	
uce-6576	-5272.88	-5263.50	
uce-6578	-4881.12	-4876.99	
uce-6579	-1100.08	-1093.16	
uce-658	-4441.95	-4440.34	
uce-6580	-960.66	-956.12	
uce-6582	-2665.47	-2658.93	
uce-6584	-3163.71	-3164.94	
uce-6585	-1987.01	-1990.34	
uce-6586	-6213.96	-6189.11	
uce-6587	-3904.02	-3895.86	
uce-6588	-2610.10	-2604.59	
uce-6589	-2082.10	-2080.39	
uce-6591	-2770.08	-2770.05	
uce-6592	-5240.50	-5253.14	
uce-6593	-5014.62	-5008.39	
uce-6595	-2196.73	-2186.45	
uce-6596	-3420.82	-3422.12	
uce-6598	-4220.17	-4209.40	
uce-6599	-1532.77	-1531.58	
uce-66	-3543.44	-3550.46	
uce-660	-5429.53	-5413.88	
uce-6601	-2829.96	-2819.11	
uce-6602	-3796.88	-3793.05	
uce-6603	-2181.83	-2175.28	
uce-6604	-2197.00	-2195.35	
uce-6606	-2581.63	-2584.84	
uce-6608	-2109.57	-2102.50	
uce-6610	-2517.16	-2508.66	
uce-6613	-1473.75	-1471.67	
uce-6614	-5268.01	-5269.72	
uce-6617	-3820.33	-3831.75	
uce-6618	-1901.60	-1892.68	
uce-6619	-3105.34	-3099.69	
uce-662	-2995.42	-3005.09	
uce-6620	-3651.90	-3648.27	
uce-6621	-3337.01	-3337.25	
uce-6622	-2074.97	-2069.88	
uce-6625	-3469.05	-3471.91	
uce-6626	-2989.39	-2981.08	
uce-6627	-2083.15	-2084.61	
uce-6628	-2743.18	-2733.33	
uce-663	-3977.09	-3969.17	
uce-6633	-2231.17	-2237.75	
uce-6635	-3052.81	-3040.66	
uce-6636	-2846.86	-2837.11	
uce-6637	-2035.35	-2033.14	
uce-6638	-2280.47	-2274.96	
uce-664	-3938.67	-3937.51	
uce-6640	-2465.47	-2459.04	
uce-6641	-2130.73	-2129.77	
uce-6642	-3712.13	-3712.64	
uce-6643	-3080.02	-3068.01	
uce-6644	-1492.38	-1488.27	
uce-6645	-4554.11	-4542.50	
uce-6648	-3417.18	-3406.65	
uce-6649	-2903.28	-2934.96	
uce-665	-4756.46	-4774.19	
uce-6652	-2858.56	-2861.74	
uce-6653	-3099.82	-3099.70	
uce-6654	-3341.61	-3331.00	
uce-6655	-3644.14	-3630.25	
uce-6657	-3244.72	-3237.93	
uce-6658	-2312.87	-2318.37	
uce-6659	-5345.46	-5329.23	
uce-666	-1888.05	-1882.27	
uce-6663	-5486.03	-5479.84	
uce-6665	-3833.02	-3838.05	
uce-6667	-1943.72	-1928.98	
uce-6668	-1858.96	-1860.93	
uce-6669	-4810.24	-4814.91	
uce-667	-2469.55	-2468.19	
uce-6671	-2936.49	-2941.27	
uce-6674	-3840.22	-3837.88	
uce-6676	-3818.25	-3811.83	
uce-6677	-887.32	-884.30	
uce-6679	-3041.20	-3044.16	
uce-6682	-3643.53	-3639.79	
uce-6684	-1844.00	-1835.03	
uce-6688	-4632.64	-4623.48	
uce-6690	-2590.81	-2588.24	
uce-6692	-4173.91	-4155.41	
uce-6693	-2253.58	-2263.54	
uce-6695	-5783.87	-5762.98	
uce-6696	-4315.49	-4299.31	
uce-6698	-1253.57	-1242.35	
uce-6699	-4795.58	-4796.07	
uce-67	-2520.65	-2511.06	
uce-6700	-2034.94	-2024.45	
uce-6702	-3953.75	-3946.51	
uce-6703	-5011.11	-4995.07	
uce-6706	-4090.25	-4077.54	
uce-6707	-3329.23	-3322.12	
uce-671	-3629.66	-3613.86	
uce-6714	-3089.07	-3085.67	
uce-6715	-4470.75	-4458.69	
uce-6716	-2818.30	-2815.09	
uce-6717	-5175.89	-5182.07	
uce-6718	-3265.63	-3254.62	
uce-6719	-4460.08	-4464.05	
uce-672	-4920.81	-4929.73	
uce-6721	-5060.64	-5044.98	
uce-6723	-4718.83	-4709.94	
uce-6724	-3020.24	-3015.62	
uce-6725	-2809.54	-2806.17	
uce-6726	-3626.55	-3612.53	
uce-6727	-1932.07	-1933.26	
uce-6731	-2684.12	-2676.17	
uce-6732	-4145.74	-4129.54	
uce-6734	-1935.25	-1932.31	
uce-6735	-5521.66	-5521.64	
uce-6736	-1868.19	-1864.43	
uce-6739	-1890.41	-1879.82	
uce-674	-2850.64	-2840.92	
uce-6740	-4017.99	-4008.96	
uce-6741	-2279.79	-2271.64	
uce-6742	-3743.27	-3749.75	
uce-6743	-2829.75	-2817.75	
uce-6746	-3753.10	-3750.21	
uce-6748	-3678.47	-3671.03	
uce-6750	-3134.69	-3124.25	
uce-6754	-2969.18	-2970.06	
uce-6756	-2626.60	-2626.87	
uce-6757	-4428.87	-4435.40	
uce-6758	-2227.41	-2209.87	
uce-6762	-3326.31	-3309.93	
uce-6763	-4472.56	-4473.68	
uce-6765	-4063.94	-4060.01	
uce-6766	-2101.62	-2103.38	
uce-6769	-2903.74	-2897.26	
uce-6770	-2681.26	-2677.69	
uce-6771	-4559.43	-4564.03	
uce-6773	-3384.95	-3379.43	
uce-6774	-1690.29	-1689.10	
uce-6776	-1584.44	-1592.19	
uce-6778	-3742.10	-3739.77	
uce-6779	-6310.21	-6292.64	
uce-678	-5755.69	-5739.15	
uce-6780	-3482.05	-3483.74	
uce-6782	-3510.62	-3503.51	
uce-6786	-2990.33	-2969.46	
uce-6787	-1653.09	-1654.08	
uce-6789	-1586.77	-1592.90	
uce-6790	-3785.80	-3777.21	
uce-6791	-4228.10	-4223.12	
uce-6792	-1902.59	-1902.67	
uce-6796	-4440.52	-4436.69	
uce-6797	-4325.31	-4329.67	
uce-680	-3330.80	-3335.44	
uce-6800	-3759.14	-3757.83	
uce-6801	-3725.94	-3721.29	
uce-6802	-2931.29	-2939.50	
uce-6804	-5594.53	-5589.69	
uce-6805	-3814.40	-3807.15	
uce-6806	-2433.43	-2432.71	
uce-6807	-3832.08	-3832.54	
uce-6808	-3302.83	-3283.86	
uce-6809	-5383.26	-5384.07	
uce-681	-5201.66	-5209.66	
uce-6811	-2140.66	-2132.97	
uce-6812	-2305.19	-2301.99	
uce-6813	-953.90	-951.90	
uce-6818	-4014.88	-4012.31	
uce-6820	-761.66	-764.44	
uce-6821	-3418.75	-3418.55	
uce-6823	-2570.74	-2588.10	
uce-6824	-3636.25	-3630.68	
uce-6826	-2179.03	-2178.70	
uce-6827	-4503.36	-4489.98	
uce-6829	-4222.52	-4221.16	
uce-683	-4252.44	-4250.64	
uce-6830	-2155.46	-2148.82	
uce-6831	-3701.62	-3684.79	
uce-6833	-2356.94	-2349.18	
uce-6838	-1745.01	-1740.09	
uce-6839	-3338.88	-3339.88	
uce-6841	-3115.29	-3104.90	
uce-6842	-3515.82	-3518.38	
uce-6843	-4088.61	-4084.54	
uce-6844	-2938.73	-2935.17	
uce-685	-4459.47	-4452.96	
uce-6850	-3211.94	-3207.54	
uce-6855	-4702.21	-4692.46	
uce-6856	-5175.74	-5176.39	
uce-6859	-3424.88	-3422.86	
uce-686	-4229.21	-4216.34	
uce-6860	-3030.46	-3019.88	
uce-6863	-3100.75	-3100.42	
uce-6865	-2250.52	-2251.27	
uce-6866	-2873.63	-2874.39	
uce-6870	-4806.55	-4796.73	
uce-6871	-2648.98	-2644.23	
uce-6872	-3042.27	-3036.02	
uce-6873	-3357.91	-3353.39	
uce-6874	-1371.69	-1371.29	
uce-6875	-2465.76	-2460.93	
uce-6879	-4027.83	-4025.81	
uce-6880	-4432.86	-4420.91	
uce-6881	-5146.53	-5149.08	
uce-6882	-3780.18	-3761.67	
uce-6885	-4692.44	-4699.44	
uce-6887	-4035.20	-4023.18	
uce-6892	-4027.21	-4027.37	
uce-6894	-2413.99	-2420.95	
uce-6896	-3718.34	-3708.25	
uce-6898	-4787.87	-4782.85	
uce-690	-4167.64	-4168.22	
uce-6902	-3544.05	-3541.97	
uce-6903	-1756.34	-1755.39	
uce-6904	-3062.12	-3060.28	
uce-6906	-3345.17	-3332.30	
uce-6907	-3610.75	-3609.73	
uce-6909	-3602.31	-3600.25	
uce-691	-2104.75	-2112.88	
uce-6910	-4107.55	-4119.82	
uce-6912	-931.69	-931.00	
uce-6913	-2152.45	-2152.77	
uce-6915	-1922.09	-1915.64	
uce-692	-5515.01	-5514.16	
uce-6920	-4622.03	-4605.16	
uce-6921	-2865.48	-2866.08	
uce-6922	-1264.23	-1266.72	
uce-6923	-1666.63	-1668.50	
uce-6926	-3938.57	-3929.88	
uce-6929	-3506.49	-3496.90	
uce-693	-1695.89	-1693.23	
uce-6931	-3597.86	-3594.52	
uce-6932	-1933.82	-1911.16	
uce-6933	-3892.56	-3888.58	
uce-6934	-4243.44	-4243.76	
uce-6937	-3700.01	-3701.54	
uce-6938	-4986.20	-4970.93	
uce-6939	-4299.70	-4313.70	
uce-6940	-3680.29	-3688.16	
uce-6942	-2939.75	-2934.42	
uce-6943	-3529.49	-3523.03	
uce-6944	-1597.45	-1598.01	
uce-6945	-3927.81	-3929.33	
uce-6946	-3980.73	-3973.55	
uce-6947	-5196.98	-5182.14	
uce-6948	-2546.93	-2539.10	
uce-695	-3166.21	-3162.17	
uce-6950	-2418.38	-2429.46	
uce-6953	-6901.09	-6891.83	
uce-6954	-1863.54	-1865.82	
uce-6955	-3618.46	-3612.97	
uce-6956	-3465.81	-3463.93	
uce-6957	-5276.31	-5274.71	
uce-6959	-4854.70	-4845.87	
uce-696	-4163.97	-4146.84	
uce-6961	-3881.04	-3873.86	
uce-6964	-3789.96	-3792.16	
uce-6966	-3095.38	-3092.88	
uce-6968	-2782.54	-2782.89	
uce-6969	-2268.55	-2278.26	
uce-697	-4312.42	-4320.34	
uce-6970	-2830.45	-2835.44	
uce-6973	-1455.18	-1456.37	
uce-6974	-2243.42	-2230.34	
uce-6975	-2329.59	-2332.05	
uce-6977	-2908.61	-2913.21	
uce-698	-2899.74	-2889.27	
uce-6981	-4091.52	-4097.73	
uce-6983	-3326.94	-3316.87	
uce-6984	-3613.12	-3604.87	
uce-6986	-5486.15	-5478.85	
uce-6987	-1290.42	-1283.63	
uce-6988	-5332.67	-5326.56	
uce-699	-2199.64	-2180.82	
uce-6990	-4548.67	-4542.95	
uce-6992	-2605.84	-2609.29	
uce-6994	-4836.76	-4841.55	
uce-6995	-4602.57	-4598.35	
uce-6997	-5895.94	-5904.48	
uce-6998	-2782.51	-2791.20	
uce-7	-2647.74	-2644.98	
uce-70	-3607.15	-3602.17	
uce-700	-826.21	-828.41	
uce-7000	-1876.47	-1877.03	
uce-7002	-3942.44	-3940.50	
uce-7003	-3879.80	-3865.40	
uce-7004	-4359.28	-4346.22	
uce-7008	-3923.27	-3925.09	
uce-7009	-2924.80	-2927.32	
uce-7010	-2239.31	-2240.26	
uce-7011	-3233.79	-3217.46	
uce-7012	-3144.23	-3140.73	
uce-7014	-3646.68	-3645.14	
uce-7015	-3452.54	-3452.01	
uce-7016	-3287.69	-3292.96	
uce-7018	-4665.17	-4649.58	
uce-7019	-5582.97	-5585.89	
uce-7021	-2391.63	-2391.49	
uce-7022	-4970.99	-4971.50	
uce-7023	-3024.22	-3032.48	
uce-7024	-1212.74	-1208.99	
uce-7027	-2280.42	-2280.72	
uce-7028	-4647.10	-4646.43	
uce-703	-5057.35	-5058.54	
uce-7030	-1797.88	-1796.49	
uce-7032	-2487.81	-2485.10	
uce-7033	-2653.56	-2653.41	
uce-7035	-3115.33	-3120.19	
uce-7036	-4873.56	-4880.29	
uce-7037	-3529.36	-3519.25	
uce-7038	-4373.73	-4356.22	
uce-7044	-3255.23	-3245.03	
uce-7045	-2572.37	-2567.72	
uce-7046	-2249.00	-2261.53	
uce-7047	-2333.49	-2322.34	
uce-7048	-2315.33	-2317.46	
uce-7050	-3048.92	-3041.11	
uce-7051	-4003.98	-3990.47	
uce-7054	-2007.12	-1995.70	
uce-7055	-3136.19	-3123.93	
uce-7056	-3332.90	-3332.56	
uce-7058	-3500.78	-3504.47	
uce-706	-3163.51	-3161.03	
uce-7063	-1282.79	-1290.64	
uce-7064	-1630.66	-1632.64	
uce-7067	-2821.76	-2815.66	
uce-7068	-4278.72	-4277.87	
uce-7069	-4918.07	-4904.80	
uce-7070	-3351.25	-3345.25	
uce-7071	-3960.73	-3947.18	
uce-7072	-5071.35	-5070.74	
uce-7073	-6181.60	-6178.43	
uce-7074	-2081.44	-2082.36	
uce-7076	-1992.31	-1980.86	
uce-7077	-4785.12	-4777.30	
uce-7078	-2304.81	-2294.00	
uce-7079	-2762.40	-2766.62	
uce-708	-6171.36	-6162.77	
uce-7080	-1810.39	-1811.02	
uce-7081	-4804.19	-4800.88	
uce-7082	-2291.81	-2281.69	
uce-7083	-1770.29	-1761.91	
uce-7084	-4072.07	-4068.54	
uce-7091	-3057.51	-3049.48	
uce-7094	-1417.92	-1405.75	
uce-7095	-5008.43	-4991.71	
uce-7097	-3391.74	-3384.04	
uce-7098	-5320.77	-5309.38	
uce-710	-5144.97	-5146.12	
uce-7100	-3640.39	-3633.53	
uce-7102	-3253.37	-3252.42	
uce-7103	-5022.26	-5001.73	
uce-7104	-3532.05	-3520.89	
uce-7105	-3326.27	-3315.79	
uce-7107	-3867.86	-3858.70	
uce-7108	-4621.48	-4618.24	
uce-7109	-2815.02	-2810.09	
uce-711	-3418.41	-3422.21	
uce-7113	-2943.61	-2941.71	
uce-7117	-3121.41	-3121.50	
uce-7118	-1570.91	-1576.11	
uce-712	-3809.55	-3794.13	
uce-7120	-3939.71	-3918.90	
uce-7122	-3032.47	-3031.29	
uce-7125	-3711.90	-3707.52	
uce-7126	-2851.41	-2829.17	
uce-7128	-4640.50	-4632.18	
uce-7129	-3329.79	-3325.59	
uce-7131	-1843.57	-1846.91	
uce-7133	-5908.96	-5900.85	
uce-7134	-5398.86	-5398.23	
uce-7135	-5193.56	-5187.71	
uce-7136	-4339.87	-4334.64	
uce-7138	-4361.38	-4358.53	
uce-7141	-1132.93	-1130.91	
uce-7143	-3820.51	-3806.83	
uce-7144	-3253.80	-3256.67	
uce-7145	-3473.22	-3475.28	
uce-7146	-2748.62	-2758.07	
uce-7147	-3240.66	-3226.09	
uce-7148	-4132.40	-4114.96	
uce-715	-3893.55	-3882.42	
uce-7151	-3939.21	-3925.22	
uce-7157	-4047.30	-4031.22	
uce-7159	-3770.92	-3773.82	
uce-7160	-2113.39	-2095.91	
uce-7161	-2814.88	-2815.37	
uce-7162	-2594.03	-2573.85	
uce-7163	-2195.79	-2199.20	
uce-7164	-7713.59	-7698.87	
uce-7167	-2407.07	-2412.72	
uce-7168	-3136.06	-3133.23	
uce-717	-4322.72	-4314.96	
uce-7170	-3709.67	-3709.30	
uce-7171	-3072.48	-3072.86	
uce-7173	-6267.96	-6257.88	
uce-7175	-2614.80	-2614.62	
uce-7183	-4006.87	-4006.24	
uce-7184	-5522.69	-5508.69	
uce-7188	-3567.98	-3566.47	
uce-7190	-4303.69	-4287.47	
uce-7191	-2727.82	-2716.23	
uce-7192	-1767.36	-1757.94	
uce-7193	-2954.45	-2944.00	
uce-7195	-2694.28	-2691.40	
uce-7197	-3220.92	-3224.14	
uce-72	-2977.46	-2974.32	
uce-720	-2214.16	-2217.39	
uce-7201	-5137.85	-5128.57	
uce-7202	-1363.08	-1362.25	
uce-7205	-2178.19	-2168.45	
uce-7207	-2321.37	-2300.28	
uce-7208	-4688.12	-4688.40	
uce-7209	-3644.19	-3638.79	
uce-7210	-4508.99	-4496.14	
uce-7212	-3671.51	-3660.34	
uce-7213	-1615.81	-1615.49	
uce-7214	-3558.70	-3540.21	
uce-7215	-1436.26	-1425.23	
uce-7216	-2890.46	-2882.54	
uce-7218	-3121.10	-3108.40	
uce-7219	-2746.87	-2727.07	
uce-7221	-3739.27	-3726.38	
uce-7222	-4738.42	-4723.61	
uce-7223	-3391.63	-3391.24	
uce-7224	-3880.06	-3867.15	
uce-7227	-5375.58	-5385.22	
uce-7229	-4035.03	-4036.03	
uce-7230	-4148.27	-4134.78	
uce-7234	-3564.35	-3558.38	
uce-7235	-3810.85	-3809.29	
uce-7236	-4255.18	-4232.12	
uce-7237	-3696.55	-3694.71	
uce-7239	-1776.70	-1775.93	
uce-724	-2823.33	-2819.35	
uce-7240	-4935.20	-4911.84	
uce-7242	-2731.47	-2723.20	
uce-7244	-5219.67	-5220.03	
uce-7245	-4189.92	-4185.68	
uce-7246	-2893.10	-2890.77	
uce-7247	-3723.41	-3718.02	
uce-7248	-7067.40	-7060.54	
uce-7249	-4901.46	-4895.12	
uce-725	-3254.23	-3250.24	
uce-7251	-2403.41	-2404.27	
uce-7252	-3163.56	-3165.83	
uce-7253	-3644.80	-3649.61	
uce-7255	-4321.43	-4303.41	
uce-7257	-5954.76	-5932.22	
uce-7259	-1421.97	-1423.67	
uce-726	-3101.75	-3102.42	
uce-7263	-2826.03	-2823.53	
uce-7265	-3399.55	-3413.99	
uce-7266	-3016.86	-3011.64	
uce-7267	-2625.19	-2617.09	
uce-7269	-3920.00	-3921.07	
uce-727	-2072.06	-2079.21	
uce-7270	-2425.07	-2419.91	
uce-7273	-3237.81	-3236.90	
uce-7275	-1509.33	-1501.40	
uce-7276	-3690.80	-3690.30	
uce-7277	-3265.13	-3267.18	
uce-7278	-2904.34	-2889.92	
uce-7279	-1571.26	-1569.65	
uce-7282	-6166.92	-6170.34	
uce-7283	-3547.62	-3544.26	
uce-7284	-3589.27	-3585.63	
uce-7287	-2194.39	-2189.00	
uce-7288	-2785.71	-2777.50	
uce-7289	-4844.70	-4842.30	
uce-729	-2761.80	-2755.59	
uce-7291	-3542.15	-3540.24	
uce-7292	-2733.66	-2733.63	
uce-7294	-3508.68	-3510.49	
uce-7295	-1655.58	-1653.24	
uce-7296	-5225.54	-5224.72	
uce-7298	-4432.18	-4429.66	
uce-7299	-3518.72	-3510.40	
uce-730	-1802.18	-1796.29	
uce-7303	-3023.32	-3008.88	
uce-7304	-1681.68	-1688.55	
uce-7305	-3592.59	-3595.62	
uce-7308	-2478.13	-2476.41	
uce-7309	-1768.05	-1760.76	
uce-7310	-4712.70	-4708.21	
uce-7311	-2346.89	-2349.01	
uce-7313	-2397.61	-2411.44	
uce-7314	-4414.64	-4407.59	
uce-7316	-1055.88	-1054.47	
uce-7317	-2560.07	-2561.19	
uce-7319	-3077.28	-3075.53	
uce-7320	-2261.77	-2261.03	
uce-7322	-1779.01	-1770.97	
uce-7323	-3711.76	-3715.97	
uce-7324	-3935.81	-3930.64	
uce-7325	-2353.97	-2353.29	
uce-7328	-1928.28	-1930.31	
uce-7329	-5183.87	-5186.33	
uce-733	-3358.87	-3352.39	
uce-7330	-1613.88	-1600.80	
uce-7331	-5523.43	-5515.02	
uce-7336	-4617.16	-4615.49	
uce-734	-3157.30	-3150.64	
uce-7340	-4359.72	-4359.23	
uce-7342	-4448.85	-4453.56	
uce-7344	-3671.39	-3664.06	
uce-7348	-5495.99	-5490.02	
uce-7349	-3826.61	-3823.04	
uce-735	-3693.25	-3694.66	
uce-7350	-3586.97	-3593.98	
uce-7351	-2900.77	-2897.66	
uce-7352	-3224.05	-3224.50	
uce-7353	-3677.58	-3674.02	
uce-7354	-5593.29	-5586.10	
uce-7357	-3172.49	-3159.26	
uce-7358	-1931.66	-1915.38	
uce-736	-5990.78	-5962.39	
uce-7361	-4026.94	-4023.73	
uce-7362	-5482.83	-5473.82	
uce-7363	-1769.46	-1765.17	
uce-7364	-3688.44	-3689.41	
uce-7368	-4866.10	-4847.88	
uce-7369	-3025.46	-3014.51	
uce-737	-4323.20	-4320.75	
uce-7371	-1319.10	-1318.93	
uce-7372	-3338.84	-3350.06	
uce-7376	-5117.93	-5120.70	
uce-7379	-2758.01	-2760.32	
uce-738	-5084.52	-5058.56	
uce-7380	-5315.53	-5312.08	
uce-7381	-2545.53	-2549.03	
uce-7383	-2633.79	-2623.73	
uce-7384	-3495.51	-3491.03	
uce-7386	-2533.67	-2527.40	
uce-7390	-3526.26	-3522.68	
uce-7392	-4082.86	-4061.90	
uce-7393	-4237.58	-4228.81	
uce-7395	-4091.66	-4079.84	
uce-7396	-2369.19	-2365.42	
uce-7398	-5076.68	-5074.96	
uce-7399	-3953.99	-3959.33	
uce-74	-2388.85	-2391.57	
uce-740	-1059.93	-1054.57	
uce-7408	-3344.89	-3340.21	
uce-7409	-3492.18	-3487.45	
uce-7412	-1860.47	-1860.44	
uce-7413	-2711.94	-2712.37	
uce-7414	-5274.62	-5262.19	
uce-7415	-3015.40	-3019.11	
uce-7417	-3172.54	-3168.75	
uce-7419	-4421.99	-4419.47	
uce-7420	-2590.34	-2594.84	
uce-7421	-3628.25	-3615.20	
uce-7422	-3531.79	-3527.50	
uce-7423	-2859.40	-2860.72	
uce-7425	-3112.41	-3108.34	
uce-7426	-2087.46	-2093.13	
uce-7427	-4016.47	-4012.71	
uce-7428	-5036.81	-5033.61	
uce-7429	-1730.08	-1727.56	
uce-743	-3084.25	-3080.97	
uce-7432	-3923.89	-3911.37	
uce-744	-3600.72	-3595.44	
uce-7442	-3150.58	-3165.74	
uce-7444	-3322.44	-3315.75	
uce-7446	-3043.25	-3039.00	
uce-7449	-1301.81	-1308.98	
uce-7452	-3591.91	-3576.52	
uce-7453	-2797.90	-2788.45	
uce-7455	-3515.23	-3517.88	
uce-7457	-2668.09	-2666.84	
uce-746	-1564.66	-1562.54	
uce-7460	-3311.43	-3320.74	
uce-7461	-1743.85	-1746.40	
uce-7462	-2478.64	-2484.28	
uce-7463	-2065.43	-2055.59	
uce-7465	-3996.00	-3987.43	
uce-7466	-2546.59	-2534.67	
uce-7467	-5309.88	-5302.34	
uce-7468	-3776.69	-3759.36	
uce-7469	-4199.61	-4196.27	
uce-747	-4010.51	-3997.80	
uce-7471	-4069.75	-4064.07	
uce-7472	-4369.35	-4358.47	
uce-7473	-4436.39	-4427.58	
uce-7474	-2169.84	-2179.24	
uce-7476	-2011.81	-2014.04	
uce-7479	-2173.54	-2167.58	
uce-748	-1635.92	-1634.22	
uce-7482	-3845.60	-3834.90	
uce-7483	-1979.42	-1973.78	
uce-7484	-2148.27	-2148.51	
uce-7485	-1047.73	-1052.16	
uce-7487	-7230.91	-7214.53	
uce-7488	-5272.10	-5282.44	
uce-7489	-2751.00	-2749.84	
uce-7490	-2538.74	-2543.73	
uce-7491	-4384.44	-4386.11	
uce-7494	-4155.30	-4148.43	
uce-7495	-4679.33	-4657.70	
uce-7496	-1069.87	-1072.42	
uce-7497	-953.28	-949.38	
uce-7499	-3753.82	-3756.71	
uce-75	-3062.57	-3078.32	
uce-7500	-5507.37	-5505.97	
uce-7501	-4221.03	-4218.42	
uce-7503	-5253.96	-5254.34	
uce-7504	-1906.36	-1913.58	
uce-7505	-3422.03	-3416.07	
uce-7507	-3870.04	-3862.33	
uce-7508	-6043.56	-6045.86	
uce-7510	-3125.27	-3099.33	
uce-7511	-3029.89	-3017.45	
uce-7512	-3204.40	-3206.49	
uce-7513	-4941.27	-4935.92	
uce-7514	-1901.62	-1889.03	
uce-7515	-6403.45	-6401.42	
uce-7516	-2100.09	-2104.32	
uce-7518	-2593.77	-2592.13	
uce-752	-4937.95	-4936.98	
uce-7520	-3518.33	-3507.29	
uce-7521	-4458.41	-4454.88	
uce-7522	-2358.90	-2351.11	
uce-7527	-2938.01	-2936.33	
uce-7529	-3577.57	-3577.13	
uce-7530	-3396.44	-3388.74	
uce-7531	-4026.07	-4020.68	
uce-7532	-3175.04	-3190.34	
uce-7533	-3728.30	-3716.70	
uce-7534	-4371.80	-4352.17	
uce-7535	-1222.08	-1222.17	
uce-7536	-4605.11	-4608.62	
